Código EAN,Produto,Categoria 1,Categoria 2
18265,"ABA DO FILE kg <<< INATIVO >>>","FRIGORIFICO","BOVINOS"
102,"ABACATE  kg","HORTI-FRUTI","FRUTAS"
90014,"ABACATE KG - FRUTAS CORTADAS  kg <<< INATIVO >>>","HORTI-FRUTI","PROCESSADOS FLV"
103,"ABACAXI","HORTI-FRUTI","FRUTAS"
90022,"ABACAXI - PROCESSADOS kg","HORTI-FRUTI","PROCESSADOS FLV"
174,"ABACAXI GRANDE","HORTI-FRUTI","FRUTAS"
220,"ABOBORA CABOCLO  kg","HORTI-FRUTI","LEGUMES E VERDURAS"
219,"ABOBORA JACARE  kg","HORTI-FRUTI","LEGUMES E VERDURAS"
200,"ABOBORA LEITE  kg","HORTI-FRUTI","LEGUMES E VERDURAS"
202,"ABOBORA MENINA kg","HORTI-FRUTI","LEGUMES E VERDURAS"
246,"ABOBORA MORANGA  kg","HORTI-FRUTI","LEGUMES E VERDURAS"
201,"ABOBRINHA  kg","HORTI-FRUTI","LEGUMES E VERDURAS"
7301419149889,"ABRACADEIRA METAL 3/4 SOLLUMIX","BAZAR","MATERIAL DE CONTRUCAO / DEPOSI"
7301419141203,"ABRACADEIRA NYLON 10CM C/25 UND SOLLUMIX","BAZAR","MATERIAL DE CONTRUCAO / DEPOSI"
7301419141210,"ABRACADEIRA NYLON 16CM C/25 UND SOLLUMIX","BAZAR","MATERIAL DE CONTRUCAO / DEPOSI"
7301419141326,"ABRACADEIRA NYLON 20CM C/25 UND SOLLUMIX","BAZAR","MATERIAL DE CONTRUCAO / DEPOSI"
7301419149155,"ABRACADEIRA NYLON 30CM C/25 UND SOLLUMIX","BAZAR","MATERIAL DE CONTRUCAO / DEPOSI"
7301419149193,"ABRACADEIRA NYLON 40CM C/25 UND SOLLUMIX","BAZAR","MATERIAL DE CONTRUCAO / DEPOSI"
21683,"ABRACADEIRA PVC P/ ELETRODUTO 3/4" BC","BAZAR","MATERIAL DE CONTRUCAO / DEPOSI"
7301419145089,"ABRIDOR DE GARRAFA E LATA INOX SOLLUMIX","BAZAR","PRODUTOS DO LAR"
7301419142866,"ABRIDOR DE GARRAFA E LATA SOLLUMIX","BAZAR","PRODUTOS DO LAR"
7301419149407,"ABRIDOR DE GARRAFA SOLLUMIX","BAZAR","PRODUTOS DO LAR"
7899653780970,"ABRIDOR DE GARRAFAS BOTECO C/CART SL0275","BAZAR","PRODUTOS DO LAR"
7899653780956,"ABRIDOR DE LATAS / GARRAFAS SARDINHA CX120","BAZAR","PRODUTOS DO LAR"
7500435190633,"ABS ALWAYS BA.C.SU.C/AB.8X1 OF","PERFUMARIA","HIGIENE PESSOAL"
7500435127264,"ABS ALWAYS BAS 8UND SEC S/ABA","PERFUMARIA","HIGIENE PESSOAL"
7500435127240,"ABS ALWAYS BAS SV ABA 18X8UND","PERFUMARIA","HIGIENE PESSOAL"
7506339394535,"ABS ALWAYS NOT SEC ABA L8P7UND","PERFUMARIA","HIGIENE PESSOAL"
7506339394603,"ABS ALWAYS NOT SV ABA L8P7UND","PERFUMARIA","HIGIENE PESSOAL"
7506339325249,"ABS ALWAYS NOT TRANQ 16UND SEC C/ABA LMPM","PERFUMARIA","HIGIENE PESSOAL"
7506339326031,"ABS ALWAYS PINK NOT 16UND SV C/ABA LMPM","PERFUMARIA","HIGIENE PESSOAL"
7500435233446,"ABS ALWAYS PINK NOT L10P8 SV G C/ABA","PERFUMARIA","HIGIENE PESSOAL"
7500435127233,"ABS ALWAYS SECO 1X16 C/ ABAS","PERFUMARIA","HIGIENE PESSOAL"
7500435127257,"ABS ALWAYS SUAVE 1X16 C/ ABAS","PERFUMARIA","HIGIENE PESSOAL"
7500435127226,"ABS ALWAYS SUPER PROTECAO 1X8UN C/ ABA","PERFUMARIA","HIGIENE PESSOAL"
7500435127271,"ABS ALWAYS SUPER PROTECAO 1X8UN S/ABA","PERFUMARIA","HIGIENE PESSOAL"
7898067950955,"ABS CLIN OFF C/8 C/AB .","PERFUMARIA","HIGIENE PESSOAL"
7898067950948,"ABS CLIN OFF C/8 S/AB .","PERFUMARIA","HIGIENE PESSOAL"
7898067951518,"ABS CLIN OFF NOT LV8 PG7 C/AB","PERFUMARIA","HIGIENE PESSOAL"
7896227650127,"ABS COTTON BABY LADY NOTURNO C/ ABAS 1X8UND","PERFUMARIA","HIGIENE PESSOAL"
7896227650035,"ABS COTTON BABY LADY UM/UM C/ ABAS 1X16","PERFUMARIA","HIGIENE PESSOAL"
17896227650247,"ABS COTTON BABY LADY UM/UM C/ ABAS 1X16","PERFUMARIA","HIGIENE PESSOAL"
7896227650158,"ABS COTTON BABY LADY UM/UM COM ABAS 04X12X08","PERFUMARIA","HIGIENE PESSOAL"
17896227650032,"ABS COTTON BABY LADY UM/UM COM ABAS 04X12X08","PERFUMARIA","HIGIENE PESSOAL"
7896227650011,"ABS COTTON BABY LADY UM/UM SEM ABAS 04X12X08 650","PERFUMARIA","HIGIENE PESSOAL"
17896227650117,"ABS COTTON BABY LADY UM/UM SEM ABAS 04X12X08 650","PERFUMARIA","HIGIENE PESSOAL"
7896227650097,"ABS COTTON BABY PROTETOR DIARIO LADY SEM ABAS 06","PERFUMARIA","HIGIENE PESSOAL"
17896227650094,"ABS COTTON BABY PROTETOR DIARIO LADY SEM ABAS 06","PERFUMARIA","HIGIENE PESSOAL"
7896064445214,"ABS DEFINITY COM ABAS","PERFUMARIA","HIGIENE PESSOAL"
7896064445207,"ABS DEFINITY SEM ABAS","PERFUMARIA","HIGIENE PESSOAL"
7896914000266,"ABS DIANA 8UN ACTIVE C/ABAS SUAVE","PERFUMARIA","HIGIENE PESSOAL"
7896301801957,"ABS DIANA 8UN NOTURNO C/ABAS SUAVE","PERFUMARIA","HIGIENE PESSOAL"
7896914000273,"ABS DIANA 8UND ACTIVE S/ABAS SUAVE","PERFUMARIA","HIGIENE PESSOAL"
7896301801964,"ABS DIANA L16P14 NOTURNO C/ABAS SUAVE","PERFUMARIA","HIGIENE PESSOAL"
7896007541867,"ABS INTERNO INTIMUS MED 8UND","PERFUMARIA","HIGIENE PESSOAL"
7896007541850,"ABS INTERNO INTIMUS MINI 8UND","PERFUMARIA","HIGIENE PESSOAL"
7896007541874,"ABS INTERNO INTIMUS SUP 8UND","PERFUMARIA","HIGIENE PESSOAL"
7891010886547,"ABS INTERNO ORIGINAL O.B. C/ 10","PERFUMARIA","HIGIENE PESSOAL"
7896007551705,"ABS INTIMUS 2EM1 8UND SV C/ABA","PERFUMARIA","HIGIENE PESSOAL"
7896007552122,"ABS INTIMUS C/8 ANTIBAC","PERFUMARIA","HIGIENE PESSOAL"
7896007550807,"ABS INTIMUS DIA E NOITE 14UND SV C/ABA","PERFUMARIA","HIGIENE PESSOAL"
7896007550883,"ABS INTIMUS FEM IGEL NOT SUAVE C/ABAS C/16","PERFUMARIA","HIGIENE PESSOAL"
7896007540631,"ABS INTIMUS GEL NORM C/ABAS 8X1 SECA","PERFUMARIA","HIGIENE PESSOAL"
7896007550906,"ABS INTIMUS GEL NOTURNO C/ABAS C/30","PERFUMARIA","HIGIENE PESSOAL"
7896007540600,"ABS INTIMUS GEL S/ABAS 8X1 SUAVE","PERFUMARIA","HIGIENE PESSOAL"
7896007544042,"ABS INTIMUS GEL TRIPLA C/ ABAS 32 SUAVE","PERFUMARIA","HIGIENE PESSOAL"
7896007540662,"ABS INTIMUS NOT 8UND SV C/ABA","PERFUMARIA","HIGIENE PESSOAL"
7896007542437,"ABS INTIMUS NOT SECA C/ABAS X8","PERFUMARIA","HIGIENE PESSOAL"
17896007542434,"ABS INTIMUS NOT SECA C/ABAS X8","PERFUMARIA","HIGIENE PESSOAL"
7896007540617,"ABS INTIMUS TRIP PR SU C/AB.8X1","PERFUMARIA","HIGIENE PESSOAL"
7896007544059,"ABS INTIMUS TRIPLA PROTECAO SECA C/ABAS 15X32 30","PERFUMARIA","HIGIENE PESSOAL"
17896007544056,"ABS INTIMUS TRIPLA PROTECAO SECA C/ABAS 15X32 30","PERFUMARIA","HIGIENE PESSOAL"
7896007540624,"ABS INTIMUS TRIPLA PROTECAO SECA S/ABAS 1X8","PERFUMARIA","HIGIENE PESSOAL"
7896007545094,"ABS INTIMUS TRIPLA PROTECAO SUAVE C/ABAS L16P14","PERFUMARIA","HIGIENE PESSOAL"
7896007545100,"ABS INTIMUS TRIPLA SEC ABA L16P14UND","PERFUMARIA","HIGIENE PESSOAL"
7896104993842,"ABS MILI C/ ABAS 1X8 PROT TOTAL COBERTURA SECA","PERFUMARIA","HIGIENE PESSOAL"
7896104993941,"ABS MILI CONF.T.F.BAIXO SUAVE C/ABAS 12X1X8UND","PERFUMARIA","HIGIENE PESSOAL"
7896104993934,"ABS MILI CONF.T.F.BAIXO SUAVE S/ABAS 12X1X8UND","PERFUMARIA","HIGIENE PESSOAL"
7896104993880,"ABS MILI NOT F INT SUAV C/ABA L16 L14","PERFUMARIA","HIGIENE PESSOAL"
7896104992777,"ABS MILI NOTURNO 32UN C/ABAS SUAVE","PERFUMARIA","HIGIENE PESSOAL"
7896104993897,"ABS MILI NOTURNO 8UND C/ABAS SUAVE F. INTENSO","PERFUMARIA","HIGIENE PESSOAL"
20833,"ABS MILI NOTURNO SUAVE C/ABAS(C16) 32UN","PERFUMARIA","HIGIENE PESSOAL"
7896104993903,"ABS MILI PROT SUAVE C/ ABAS 16UNI","PERFUMARIA","HIGIENE PESSOAL"
7896104993927,"ABS MILI PROT SUAVE C/ ABAS 8UNI","PERFUMARIA","HIGIENE PESSOAL"
7896104993835,"ABS MILI PROT TOTAL SUAVE C/ ABAS 16UNI","PERFUMARIA","HIGIENE PESSOAL"
7896104996492,"ABS MILI PROTETOR DIARIO S/ABAS PREMI 1X15UND","PERFUMARIA","HIGIENE PESSOAL"
7896104996485,"ABS MILI PROTETOR DIARIO S/ABAS PREMI 1X40UND","PERFUMARIA","HIGIENE PESSOAL"
7896064445290,"ABS MODESS 16UND SV C/ABA","PERFUMARIA","HIGIENE PESSOAL"
7896064445313,"ABS MODESS 32UND SV C/ABA L+P-","PERFUMARIA","HIGIENE PESSOAL"
7896064445276,"ABS MODESS 8UND SV C/ABA","PERFUMARIA","HIGIENE PESSOAL"
7896064445528,"ABS MODESS INT C/8UND MEDIO","PERFUMARIA","HIGIENE PESSOAL"
7896064445542,"ABS MODESS INT C/8UND SUPER  1m","PERFUMARIA","HIGIENE PESSOAL"
7896064445504,"ABS MODESS MINI INT C/8 MINI .","PERFUMARIA","HIGIENE PESSOAL"
7896064445399,"ABS MODESS NOT 10UND SV C/ABA","PERFUMARIA","HIGIENE PESSOAL"
7896064445344,"ABS MODESS NOT 32UND SV C/ABA L+P-","PERFUMARIA","HIGIENE PESSOAL"
7896064445337,"ABS MODESS NOT 8UND SV C/ABA","PERFUMARIA","HIGIENE PESSOAL"
7896064445283,"ABS MODESS S/AB C/8 SV .","PERFUMARIA","HIGIENE PESSOAL"
7896064442565,"ABS NAT GEL MAIS L8P7 C/ABA","PERFUMARIA","HIGIENE PESSOAL"
7896064443982,"ABS NAT GEL MAIS L8P7 S/ABA","PERFUMARIA","HIGIENE PESSOAL"
7896064442213,"ABS NAT MAX NOT 8UND C/ABA","PERFUMARIA","HIGIENE PESSOAL"
7896064442206,"ABS NAT MAX NOT 8UND S/ABA","PERFUMARIA","HIGIENE PESSOAL"
7896064443029,"ABS NAT MAX NOT L16P13 C/ABA","PERFUMARIA","HIGIENE PESSOAL"
7896064471015,"ABS NAT MAX NOTURNO POS PARTO C/ABAS 1X10 291","PERFUMARIA","HIGIENE PESSOAL"
7896064443180,"ABS NAT MAX NOTURNO POS PARTO S/ABAS 1X10 290","PERFUMARIA","HIGIENE PESSOAL"
7896064487313,"ABS NATURALMENTE GEL C/ ABAS L24P18","PERFUMARIA","HIGIENE PESSOAL"
7891010793463,"ABS SEMPRE LIVRE ADAPT C/ ABAS 16U","PERFUMARIA","HIGIENE PESSOAL"
7891010973483,"ABS SEMPRE LIVRE ADAPT C/ ABAS 1X8UN L8P7","PERFUMARIA","HIGIENE PESSOAL"
7891010035631,"ABS SEMPRE LIVRE ADAPT PLUS N/DIA SV 8UN","PERFUMARIA","HIGIENE PESSOAL"
7891010503031,"ABS SEMPRE LIVRE ADP SV S/ABA 8UND","PERFUMARIA","HIGIENE PESSOAL"
7891010254155,"ABS SEMPRE LIVRE ADPT C/ABAS C/32","PERFUMARIA","HIGIENE PESSOAL"
7891010503024,"ABS SEMPRE LIVRE ESP AD C/AB C/8 SV","PERFUMARIA","HIGIENE PESSOAL"
7891010607135,"ABS SEMPRE LIVRE NOT 16UND SEC C/ABA","PERFUMARIA","HIGIENE PESSOAL"
7891010694593,"ABS SEMPRE LIVRE NOT 8UND SEC C/ABA","PERFUMARIA","HIGIENE PESSOAL"
7896110007502,"ABS SYM PROT DIARIO S/AB C/15 C/PERF","PERFUMARIA","HIGIENE PESSOAL"
7896110007496,"ABS SYM PROT DIARIO S/AB C/15 S/PERF","PERFUMARIA","HIGIENE PESSOAL"
22184,"ABS. MILI NOTURNO SUAVE C/ABAS 32UN","PERFUMARIA","HIGIENE PESSOAL"
7891010245603,"ABSORVENTE INTERNO OB  8un MEDIO","PERFUMARIA","HIGIENE PESSOAL"
7891010245597,"ABSORVENTE INTERNO OB  8un MINI","PERFUMARIA","HIGIENE PESSOAL"
7891010245610,"ABSORVENTE INTERNO OB  8un SUPER","PERFUMARIA","HIGIENE PESSOAL"
7891010010577,"ABSORVENTE INTERNO OB 10un SUPER","PERFUMARIA","HIGIENE PESSOAL"
7898368350577,"ACAFRAO DA ROCA 40G","PRODUTOS NATURAIS","CHAS"
7898938792066,"ACAFRAO FLORA 100G","PRODUTOS NATURAIS","CHAS"
7898938977487,"ACAFRAO FLORA 50G","PRODUTOS NATURAIS","CHAS"
7898938794237,"ACAFRAO FLORA 60G POTE","PRODUTOS NATURAIS","CHAS"
7896244830199,"ACAFRAO ISHASHI PT 35G","PRODUTOS NATURAIS","CHAS"
7898368354445,"ACAFRAO MOIDO DA ROCA 35G","TEMPEROS E CONDIMENTOS","CONDIMENTOS"
7898527770925,"ACAFRAO PO NATURYS 50G","PRODUTOS NATURAIS","CHAS"
7898388881808,"ACAFRAO SPIRRO 100G","PRODUTOS NATURAIS","CHAS"
7898043917910,"ACAI CREMOSO NUPOTE FROSTY 1L","CONGELADOS","SORVETE"
7898043917934,"ACAI CREMOSO NUPOTE FROSTY 500ML  C/ BANANA","CONGELADOS","SORVETE"
7898043917903,"ACAI CREMOSO NUPOTE FROSTY 500ML TRAD","CONGELADOS","SORVETE"
7898043917996,"ACAI CREMOSO NUPOTE FROSTY 500ML ZERO","CONGELADOS","SORVETE"
7896594971283,"ACAI FROOTY 200G ORIGINAL C/GRAN CONG","CONGELADOS","SORVETE"
7898043915701,"ACAI MIX FROSTY 500ML C/ BANANA","CONGELADOS","SORVETE"
7898043915114,"ACAI MIX FROSTY 500ML C/ GUARANA","CONGELADOS","SORVETE"
7898043915725,"ACAI MIX ZERO FROSTY 500ML","CONGELADOS","SORVETE"
7898925542711,"ACAI PETRUZ BANANA 200G","CONGELADOS","SORVETE"
7898925542995,"ACAI PETRUZ BANANA 500G","CONGELADOS","SORVETE"
7898925542735,"ACAI PETRUZ GUARANA 200G","CONGELADOS","SORVETE"
7898925542988,"ACAI PETRUZ GUARANA 500G","CONGELADOS","SORVETE"
18777,"ACAI PETRUZ MORANGO 200G","CONGELADOS","SORVETE"
7898925543015,"ACAI PETRUZ MORANGO 500G","CONGELADOS","SORVETE"
304,"ACELGA kg","HORTI-FRUTI","LEGUMES E VERDURAS"
504,"ACEM BOVINO kg <<< INATIVO >>>","FRIGORIFICO","BOVINOS"
7501843503480,"ACENDEDOR BIC EZ REACH C/1 .","BAZAR","PRODUTOS DO LAR"
7501843503855,"ACENDEDOR BIC EZ REACH C/6","BAZAR","PRODUTOS DO LAR"
70330628465,"ACENDEDOR BIC MEGA C/1 MULTIUS","BAZAR","PRODUTOS DO LAR"
70330622791,"ACENDEDOR BIC MULTIUSO HANDY MAXI C/1 .","BAZAR","PRODUTOS DO LAR"
7501843501707,"ACENDEDOR BIC MULTIUSO HANDY MAXI C/1 .","BAZAR","PRODUTOS DO LAR"
6548964631668,"ACENDEDOR CARVAO E LENHA","LIMPEZA","UTILITARIOS PARA O LAR"
7898409910760,"ACENDEDOR DE FOGAO LUME CANDY CX.60","BAZAR","PRODUTOS DO LAR"
7301419140725,"ACENDEDOR DE FOGAO SOLLUMIX","BAZAR","PRODUTOS DO LAR"
7898409910562,"ACENDEDOR FOGAO FLAMA CX.C/60","BAZAR","PRODUTOS DO LAR"
7898925810735,"ACENDEDOR FOGO FACIL","LIMPEZA","UTILITARIOS PARA O LAR"
7898409911644,"ACENDEDOR P/FOGAO LUME DECORE CX.C/60","BAZAR","PRODUTOS DO LAR"
7896080900889,"ACENDEDOR PARANA 1X5UND","BAZAR","PRODUTOS DO LAR"
101,"ACEROLA 500g","HORTI-FRUTI","FRUTAS"
728488457191,"ACEROLA 500g","HORTI-FRUTI","FRUTAS"
7898937115484,"ACEROLA LESSA 500g","HORTI-FRUTI","FRUTAS"
7897161360059,"ACETONA ALYNE 100ML PINK","PERFUMARIA","PRODUTO DE BELEZA"
7897161360066,"ACETONA ALYNE 500ML PINK","PERFUMARIA","PRODUTO DE BELEZA"
7898403780031,"ACHOC LIQ BETANIA 1L","MERCEARIA","ACHOCOLATADOS"
7898403780499,"ACHOC LIQ BETANIA 200ML","MERCEARIA","ACHOCOLATADOS"
7898080640925,"ACHOC LIQ ITALAKINHO 1L","MERCEARIA","ACHOCOLATADOS"
7898080640239,"ACHOC LIQ ITALAKINHO 200ML","MERCEARIA","ACHOCOLATADOS"
7896051111849,"ACHOC LIQ ITAMBE 1L","MERCEARIA","ACHOCOLATADOS"
7896051111856,"ACHOC LIQ ITAMBE 200ML","MERCEARIA","ACHOCOLATADOS"
7896775400359,"ACHOC LIQ JAGUARIBE 200ML","MERCEARIA","ACHOCOLATADOS"
7891030003016,"ACHOC LIQ MOCOCA 200ML","MERCEARIA","ACHOCOLATADOS"
7891000359822,"ACHOC LIQ NESCAU 180ML","MERCEARIA","ACHOCOLATADOS"
7891000388853,"ACHOC LIQ NESCAU 180ML","MERCEARIA","ACHOCOLATADOS"
7891000081501,"ACHOC LIQ NESCAU 1L","MERCEARIA","ACHOCOLATADOS"
7891000081518,"ACHOC LIQ NESCAU 1L","MERCEARIA","ACHOCOLATADOS"
7896183201289,"ACHOC LIQ QUATAZINHO 200ML","MERCEARIA","ACHOCOLATADOS"
7894321722016,"ACHOC LIQ TODDYNHO 200ML","MERCEARIA","ACHOCOLATADOS"
7894321242521,"ACHOC LIQ TODDYNHO LEVINHO 200ML","MERCEARIA","ACHOCOLATADOS"
7891000381113,"ACHOC LIQ ZERO NESCAU 180ML","MERCEARIA","ACHOCOLATADOS"
17891000381127,"ACHOC LIQ ZERO NESCAU 180ML","MERCEARIA","ACHOCOLATADOS"
7896369612182,"ACHOC PO BREAKS SC 200g","MERCEARIA","ACHOCOLATADOS"
7896369611536,"ACHOC PO BREAKS SC 400g","MERCEARIA","ACHOCOLATADOS"
7896045110582,"ACHOC PO CHOCOLATTO LT 370g","MERCEARIA","ACHOCOLATADOS"
47896045110580,"ACHOC PO CHOCOLATTO LT 370g","MERCEARIA","ACHOCOLATADOS"
7896005804391,"ACHOC PO CHOCOLATTO PCH 300g","MERCEARIA","ACHOCOLATADOS"
7896224803090,"ACHOC PO CHOCOLATTO PCH 400g","MERCEARIA","ACHOCOLATADOS"
7896045104147,"ACHOC PO CHOCOLATTO PCH 560g","MERCEARIA","ACHOCOLATADOS"
7896224836098,"ACHOC PO CHOCOLATTO PCH 700g","MERCEARIA","ACHOCOLATADOS"
7896224803106,"ACHOC PO CHOCOLATTO SC 200g","MERCEARIA","ACHOCOLATADOS"
7898409951848,"ACHOC PO FLOCOS CROCANTE OVOMALTINE PCH 190g","MERCEARIA","ACHOCOLATADOS"
27898409951842,"ACHOC PO FLOCOS CROCANTE OVOMALTINE PCH 190g","MERCEARIA","ACHOCOLATADOS"
7898409951404,"ACHOC PO FLOCOS OVOMALTINE PCH 300g","MERCEARIA","ACHOCOLATADOS"
7898080640772,"ACHOC PO ITALAC 200g","MERCEARIA","ACHOCOLATADOS"
7891091021219,"ACHOC PO LIGHT POWERLATE 330g","MERCEARIA","ACHOCOLATADOS"
7896045115365,"ACHOC PO LT CHOCOLATTO 350g","MERCEARIA","ACHOCOLATADOS"
67896045115367,"ACHOC PO LT CHOCOLATTO 350g","MERCEARIA","ACHOCOLATADOS"
7898286200787,"ACHOC PO MARATA SC 200g","MERCEARIA","ACHOCOLATADOS"
7898617582247,"ACHOC PO MARATA SC 200g","MERCEARIA","ACHOCOLATADOS"
7898286200978,"ACHOC PO MARATA SC 400g","MERCEARIA","ACHOCOLATADOS"
7898617582254,"ACHOC PO MARATA SC 400g","MERCEARIA","ACHOCOLATADOS"
7891000061190,"ACHOC PO NESCAU LT 200G","MERCEARIA","ACHOCOLATADOS"
7891000379585,"ACHOC PO NESCAU LT 200G","MERCEARIA","ACHOCOLATADOS"
7891000053508,"ACHOC PO NESCAU LT 350G","MERCEARIA","ACHOCOLATADOS"
7891000250259,"ACHOC PO NESCAU LT 350G","MERCEARIA","ACHOCOLATADOS"
7891000352175,"ACHOC PO NESCAU LT 350G","MERCEARIA","ACHOCOLATADOS"
7891000379691,"ACHOC PO NESCAU LT 350G","MERCEARIA","ACHOCOLATADOS"
7891000383551,"ACHOC PO NESCAU LT 350G","MERCEARIA","ACHOCOLATADOS"
7891000394847,"ACHOC PO NESCAU LT 350G","MERCEARIA","ACHOCOLATADOS"
7891000412855,"ACHOC PO NESCAU LT 350G","MERCEARIA","ACHOCOLATADOS"
7891000426210,"ACHOC PO NESCAU LT 350G","MERCEARIA","ACHOCOLATADOS"
7891000390030,"ACHOC PO NESCAU LT 350G (-33ACUCAR)","MERCEARIA","ACHOCOLATADOS"
7891000338087,"ACHOC PO NESCAU PCH 550G","MERCEARIA","ACHOCOLATADOS"
17891000338091,"ACHOC PO NESCAU PCH 550G","MERCEARIA","ACHOCOLATADOS"
7891091021196,"ACHOC PO POWERLATE PCH 800g","MERCEARIA","ACHOCOLATADOS"
7891091021073,"ACHOC PO POWERLATE PT 200g","MERCEARIA","ACHOCOLATADOS"
7891091021080,"ACHOC PO POWERLATE PT 400g","MERCEARIA","ACHOCOLATADOS"
7891091021059,"ACHOC PO POWERLATE SC 200g","MERCEARIA","ACHOCOLATADOS"
7896292300088,"ACHOC PO PREDILECTA 200g","MERCEARIA","ACHOCOLATADOS"
7896292300101,"ACHOC PO PREDILECTA 370g","MERCEARIA","ACHOCOLATADOS"
7897309408421,"ACHOC PO ROCKS OVOMALTINE SC 40g","MERCEARIA","ACHOCOLATADOS"
17897309408428,"ACHOC PO ROCKS OVOMALTINE SC 40g","MERCEARIA","ACHOCOLATADOS"
7892840819781,"ACHOC PO TODDY PCH 175g","MERCEARIA","ACHOCOLATADOS"
7892840819774,"ACHOC PO TODDY PCH 300g","MERCEARIA","ACHOCOLATADOS"
7892840819798,"ACHOC PO TODDY PCH 480g","MERCEARIA","ACHOCOLATADOS"
1032,"ACHOCOLATADO ALPINO NESTLE","PADARIA","PADARIA BEBIDAS"
7898110850409,"ACIDO MURIATICO LIMPA FACIL 1L","LIMPEZA","ACIDO - SOLVENTES"
7898302020306,"ACIDO MURIATICO OTIMO BRILHO 1L","LIMPEZA","ACIDO - SOLVENTES"
7891153002545,"ACRILEX TEMPERA GUACHE 6X15ML","BAZAR","MATERIAL ESCOLAR"
7891153020310,"ACRILEX TEMPERA GUACHE 6X15ML","BAZAR","MATERIAL ESCOLAR"
7897261800011,"ACUCAR CRISTAL CAETÉ 1KG","CEREAIS","ACUCAR"
7896065200072,"ACUCAR CRISTAL CORURIPE 1KG","CEREAIS","ACUCAR"
7898185000044,"ACUCAR CRISTAL ECOCUCAR 1KG","CEREAIS","ACUCAR"
7898921848039,"ACUCAR CRISTAL FORPAN 1KG 1kg","CEREAIS","ACUCAR"
7898365320740,"ACUCAR CRISTAL ITAGUARY 1KG","CEREAIS","ACUCAR"
7898994678014,"ACUCAR CRISTAL OLHO D´AGUA 1KG","CEREAIS","ACUCAR"
7898994674719,"ACUCAR CRISTAL PAYOL 1KG","CEREAIS","ACUCAR"
7896045112784,"ACUCAR CRISTAL SACHE 400X5G","CEREAIS","ACUCAR"
7898945261012,"ACUCAR CRISTAL SAMUKA 1KG","CEREAIS","ACUCAR"
7898933603022,"ACUCAR CRISTAL YAN 1KG","CEREAIS","ACUCAR"
7897261800080,"ACUCAR DEMERARA CAETE 1kg","CEREAIS","ACUCAR"
7896065200065,"ACUCAR DEMERARA CORURIPE 1kg  <<< INATIVO >>>","CEREAIS","ACUCAR"
7898365320009,"ACUCAR DEMERARA ITAGUARY 1kg","CEREAIS","ACUCAR"
7896725201012,"ACUCAR DEMERARA OLHO DAGUA 1kg","CEREAIS","ACUCAR"
7898994678021,"ACUCAR DEMERARA OLHO DAGUA 1kg","CEREAIS","ACUCAR"
7898994674764,"ACUCAR DEMERARA PAYOL 1kg","CEREAIS","ACUCAR"
7898926342105,"ACUCAR DEMERARA PRECIOSO 1kg","CEREAIS","ACUCAR"
7891910030101,"ACUCAR DEMERARA UNIAO 1kg","CEREAIS","ACUCAR"
7896181700234,"ACUCAR MASCAVO DACOLONIA 500g  <<< INATIVO >>>","CEREAIS","ACUCAR"
7898926342532,"ACUCAR MASCAVO PRECIOSO 1kg","CEREAIS","ACUCAR"
7898336441535,"ACUCAR MASCAVO SPIRRO 500g <<< INATIVO >>>","CEREAIS","ACUCAR"
7898115750209,"ACUCAR MASCAVO TIA SONIA 400g","CEREAIS","ACUCAR"
7891910000197,"ACUCAR REFINADO UNIAO 1KG","CEREAIS","ACUCAR"
7301419140930,"ADAPTADOR CHATO 2P","BAZAR","MATERIAL DE CONTRUCAO / DEPOSI"
21676,"ADAPTADOR PVC P/ ELETRODUTO 3/4" BC","BAZAR","MATERIAL DE CONTRUCAO / DEPOSI"
50007,"ADICIONAL CALABRESA","PADARIA","ADICIONAIS"
50010,"ADICIONAL CARNE DO SOL","PADARIA","ADICIONAIS"
50009,"ADICIONAL CARNE MOIDA <<< INATIVO >>>","PADARIA","ADICIONAIS"
50008,"ADICIONAL FRANGO","PADARIA","ADICIONAIS"
50001,"ADICIONAL MARGARINA","PADARIA","ADICIONAIS"
50003,"ADICIONAL MUSSARELA","PADARIA","ADICIONAIS"
50006,"ADICIONAL OVO","PADARIA","ADICIONAIS"
50005,"ADICIONAL PRESUNTO","PADARIA","ADICIONAIS"
50004,"ADICIONAL PRESUNTO+QUEIJO","PADARIA","ADICIONAIS"
50002,"ADICIONAL QUEIJO COALHO","PADARIA","ADICIONAIS"
7896094914070,"ADOCANTE ADOCYL 80ML SUCRALOSE","MERCEARIA","ADOCANTE"
17896094914077,"ADOCANTE ADOCYL 80ML SUCRALOSE","MERCEARIA","ADOCANTE"
7891104393104,"ADOCANTE ADOCYL SACARINA 100ML","MERCEARIA","ADOCANTE"
7891104393067,"ADOCANTE ADOCYL SACARINA 200ML","MERCEARIA","ADOCANTE"
7896094906020,"ADOCANTE ADOCYL STEVIA 80ML","MERCEARIA","ADOCANTE"
7896569405737,"ADOCANTE ASSUGRIN 100ML","MERCEARIA","ADOCANTE"
17896569405734,"ADOCANTE ASSUGRIN 100ML","MERCEARIA","ADOCANTE"
7896001250628,"ADOCANTE DIET LINEA 75ML","MERCEARIA","ADOCANTE"
7896001250710,"ADOCANTE LINEA 25G LINEA","MERCEARIA","ADOCANTE"
7896001250611,"ADOCANTE LINEA 25ml","MERCEARIA","ADOCANTE"
